text,label
gives an intriguing twist to the french coming-of-age genre .,1
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .,0
"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . but he loses his focus when he concentrates on any single person .",0
a yarn that respects the marvel version without becoming ensnared by it .,1
it's the humanizing stuff that will probably sink the film for anyone who doesn't think about percentages all day long .,0
it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,0
the fetid underbelly of fame has never looked uglier .,0
formula 51 is so trite that even yu's high-energy action stylings can't break through the stupor .,0
a crude teen-oriented variation on a theme that the playwright craig lucas explored with infinitely more grace and eloquence in his prelude to a kiss .,0
"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",1
tender yet lacerating and darkly funny fable .,1
a chiller resolutely without chills .,0
a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .,0
it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph .,1
"run , don't walk , to see this barbed and bracing comedy on the big screen .",1
"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .",1
"bluer than the atlantic and more biologically detailed than an autopsy , the movie . . . is , also , frequently hilarious .",1
a thinly veiled look at different aspects of chinese life clashing with each other .,1
". . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking .",1
"on the surface a silly comedy , scotland , pa would be forgettable if it weren't such a clever adaptation of the bard's tragic play .",1
"lasker's canny , meditative script distances sex and love , as byron and luther . . . realize they can't get no satisfaction without the latter .",1
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,1
a sudsy cautionary tale .,0
a moving picture that does not move .,0
"a witty , whimsical feature debut .",1
"cho's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience . her delivery and timing are flawless .",1
exhilarating but blatantly biased .,1
an elegant film with often surprising twists and an intermingling of naiveté and sophistication .,1
. . . a mostly affair with a confusing sudden finale that's likely to irk viewers .,0
"it's not life-affirming  its vulgar and mean , but i liked it .",1
see it . debate it . remember it .,1
"so mind-numbingly awful that you hope britney won't do it one more time , as far as movies are concerned .",0
"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .",1
"what's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors .",1
"with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi's , dong stakes out the emotional heart of happy .",1
"this isn't a terrible film by any means , but it's also far from being a realized work .",0
. . . takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport,1
"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .",0
[an] hilarious romantic comedy .,1
a battle between bug-eye theatre and dead-eye matinee .,0
"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",1
"it's endlessly inventive , consistently intelligent and sickeningly savage .",1
this is one of the rarest kinds of films : a family-oriented non-disney film that is actually funny without hitting below the belt .,1
"offers much to enjoy . . . and a lot to mull over in terms of love , loyalty and the nature of staying friends .",1
this idea has lost its originality . . . and neither star appears very excited at rehashing what was basically a one-joke picture .,0
"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all .",0
i didn't laugh . i didn't smile . i survived .,0
it wouldn't be my preferred way of spending 100 minutes or $7 . 00 .,0
"although huppert's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .",0
chaiken ably balances real-time rhythms with propulsive incident .,1
adaptation is intricately constructed and in a strange way nails all of orlean's themes without being a true adaptation of her book .,1
unfolds in a series of achronological vignettes whose cumulative effect is chilling .,1
vincent gallo is right at home in this french shocker playing his usual boy weirdo role .,1
an unbelievably fun film just a leading man away from perfection .,1
we want the funk - and this movie's got it .,1
"a very long movie , in stretches , with entirely too much focus on meal preparation and igloo construction .",0
"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality .",1
rare birds has more than enough charm to make it memorable .,1
the movie is saved from unbearable lightness by the simplicity of the storytelling and the authenticity of the performances .,1
"the whole affair , true story or not , feels incredibly hokey . . . [it] comes off like a hallmark commercial .",0
"sweet home alabama isn't going to win any academy awards , but this date-night diversion will definitely win some hearts .",1
"as crimes go , writer-director michael kalesniko's how to kill your neighbor's dog is slight but unendurable .",0
the christ allegory doesn't work because there is no foundation for it,0
"ver wiel's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless .",0
". . . an unimaginative , nasty , glibly cynical piece of work .",0
disjointed parody .,0
wanker goths are on the loose ! run for your lives !,0
"steve oedekerk is , alas , no woody allen .",0
"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",1
"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",1
"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness .",0
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,1
"just as moving , uplifting and funny as ever .",1
"brown sugar signals director rick famuyiwa's emergence as an articulate , grown-up voice in african-american cinema .",1
the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did .,1
"every moment crackles with tension , and by the end of the flick , you're on the edge of your seat .",1
"hardly makes the kind of points egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world .",0
enormously entertaining for moviegoers of any age .,1
aan opportunity wasted .,0
"compelling revenge thriller , though somewhat weakened by a miscast leading lady .",1
"say this for the soundtrack , it drowns out the lousy dialogue .",0
"too often , the viewer isn't reacting to humor so much as they are wincing back in repugnance .",0
it's fascinating to see how bettany and mcdowell play off each other .,1
"your response to its new sequel , analyze that , may hinge on what you thought of the first film .",1
a surprisingly funny movie .,1
"shot perhaps 'artistically' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity .",0
"nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .",0
kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .,1
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman's destructive escapism or the grace-in-rebellion found by his characters .",0
"sadly , 'garth' hasn't progressed as nicely as 'wayne . '",0
ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made christmas card .,1
"call it magic realism or surrealism , but miss wonton floats beyond reality with a certain degree of wit and dignity .",1
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution .,1
"you won't like roger , but you will quickly recognize him . and that's a big part of why we go to the movies .",1
"overall , it's a pretty mediocre family film .",0
cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .,1
probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .,1
has the feel of an unedited personal journal .,0
don't waste your money .,0
the chocolate factory without charlie .,0
"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",1
"even if you don't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",1
hit and miss as far as the comedy goes and a big ole' miss in the way of story .,0
it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .,1
"cox offers plenty of glimpses at existing photos , but there are no movies of nijinsky , so instead the director treats us to an aimless hodgepodge .",0
dense with characters and contains some thrilling moments .,1
writer and director otar iosseliani's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls .,1
dramatically lackluster .,0
"you'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",1
"supposedly , pokemon can't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",0
the tenderness of the piece is still intact .,1
allen's underestimated charm delivers more goodies than lumps of coal .,1
"affleck merely creates an outline for a role he still needs to grow into , a role that ford effortlessly filled with authority .",0
"children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted .",1
"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .",0
"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1
"shreve's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .",0
"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama .",0
"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill .",0
a live-wire film that never loses its ability to shock and amaze .,1
"smart and alert , thirteen conversations about one thing is a small gem .",1
"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .",0
a dream cast of solid female talent who build a seamless ensemble . there isn't a weak or careless performance amongst them .,1
"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power .",0
"a few zingers aside , the writing is indifferent , and jordan brady's direction is prosaic .",0
"it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises played a crucial role .",0
norton holds the film together .,1
"rich in shadowy metaphor and as sharp as a samurai sword , jiang wen's devils on the doorstep is a wartime farce in the alternately comic and gut-wrenching style of joseph heller or kurt vonnegut .",1
"an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .",1
"never does "" lilo & stitch "" reach the emotion or timelessness of disney's great past , or even that of more recent successes such as "" mulan "" or "" tarzan . """,0
"an elegant , exquisitely modulated psychological thriller .",1
"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout .",0
"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects .",1
tsai convincingly paints a specifically urban sense of disassociation here .,1
"for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there's something creepy about this movie .",0
god help the poor woman if attal is this insecure in real life : his fictional yvan's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse .,0
"well , jason's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , don't shoot the messenger ) .",0
"a , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",0
parents beware ; this is downright movie penance .,0
"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",1
"there's a heavy stench of 'been there , done that' hanging over the film . it's everything you'd expect -- but nothing more .",0
it looks much more like a cartoon in the end than the simpsons ever has .,0
"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again .",1
"passable entertainment , but it's the kind of motion picture that won't make much of a splash when it's released , and will not be remembered long afterwards .",1
"an intelligent , multi-layered and profoundly humanist ( not to mention gently political ) meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",1
"all right , so it's not a brilliant piece of filmmaking , but it is a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast .",1
simply and eloquently articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy .,1
"star trek was kind of terrific once , but now it is a copy of a copy of a copy .",0
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",0
"even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it's documenting .",1
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it's approached with imagination and flair .,1
"there are things to like about murder by numbers -- but , in the end , the disparate elements don't gel .",0
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,1
its sheer dynamism is infectious .,1
"a quiet , disquieting triumph .",1
. . . what a banal bore the preachy circuit turns out to be,0
"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what's the point ? '",0
an awkward and indigestible movie .,0
your stomach for heaven depends largely on your appetite for canned corn .,0
"a highly spirited , imaginative kid's movie that broaches neo-augustinian theology : is god stuck in heaven because he's afraid of his best-known creation ?",1
"visually engrossing , seldom hammy , honorably mexican and burns its kahlories with conviction .",1
"vibrantly colored and beautifully designed , metropolis is a feast for the eyes .",1
"the performers are so spot on , it is hard to conceive anyone else in their roles .",1
"each scene drags , underscoring the obvious , and sentiment is slathered on top .",0
"este é apenas mais um ( longo ) episódio do programa da mtv . a única diferença é que , desta vez , a paramount teve o mau gosto de exibi-lo nos cinemas .",0
"the master of disguise may have made a great saturday night live sketch , but a great movie it is not .",0
"hampered -- no , paralyzed -- by a self-indulgent script . . . that aims for poetry and ends up sounding like satire .",0
"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya's axis of evil .",1
"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy .",1
"bursting through the constraints of its source , this is one adapted- from-television movie that actually looks as if it belongs on the big screen .",1
a deep and meaningful film .,1
"even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat .",0
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes .,0
"unfortunately , it's also not very good . especially compared with the television series that inspired the movie .",0
"asks what truth can be discerned from non-firsthand experience , and specifically questions cinema's capability for recording truth .",1
ice cube holds the film together with an engaging and warm performance . . .,1
the sentimental cliches mar an otherwise excellent film . a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,1
". . . "" bowling for columbine "" remains a disquieting and thought-provoking film . . .",1
a tedious parable about honesty and good sportsmanship .,0
"like the excruciating end of days , collateral damage presents schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",0
"although it lacks the detail of the book , the film does pack some serious suspense .",1
"just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half .",0
a glossy knock-off of a b-movie revenge flick .,0
apparently writer-director attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film .,0
grating and tedious .,0
the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career .,0
"one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken .",1
"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway .",1
"occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao .",1
"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",0
it's pretentious in a way that verges on the amateurish .,0
kim ki-deok seems to have in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .,0
displays the potential for a better movie than what bailly manages to deliver,0
"it kinda works and qualifies as cool at times , but is just too lame to work or be cool at others .",0
"divertingly ridiculous , headbangingly noisy .",0
highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,1
"the movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students .",0
it reaffirms life as it looks in the face of death .,1
"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis .",1
"obligada para impotentes , daneses , camareras italianas , profesores de idiomas , y todo aquel que desee una lengua para expresar su amor .",1
"herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola's inadequate performance .",0
"scorsese at his best makes gangster films that are equally lovely but also relentlessly brutal and brutally intelligent ; perdition , meanwhile , reads more like driving miss daisy than goodfellas .",0
"[dong] makes a valiant effort to understand everyone's point of view , and he does such a good job of it that family fundamentals gets you riled up .",1
what starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,0
"a delectable and intriguing thriller filled with surprises , read my lips is an original . this is a story of two misfits who don't stand a chance alone , but together they are magnificent .",1
"just like hearst's enormous yacht , it's slow and unwieldy and takes a long time to reach its destination .",0
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars .,0
a sequence of ridiculous shoot-'em-up scenes .,0
"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema .",1
". . . unlike [scorsese's mean streets] , ash wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .",0
"what eric schaeffer has accomplished with never again may not , strictly speaking , qualify as revolutionary . but it's defiantly and delightfully against the grain .",1
rainy days and movies about the disintegration of families always get me down .,0
"the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",1
"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he'd gone the way of don simpson .",0
one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret .,1
bogdanich is unashamedly pro-serbian and makes little attempt to give voice to the other side .,0
"more honest about alzheimer's disease , i think , than iris .",1
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u . s . -- a major director is emerging in world cinema .",1
"the emotion is impressively true for being so hot-blooded , and both leads are up to the task .",1
might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .,0
a major waste . . . generic .,0
"it's tough , astringent , darkly funny and . . . well , it's also generic , untidy , condescending and mild of impact rather than stunning .",0
"think the lion king redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by bryan adams , the world's most generic rock star .",0
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .",1
a predictable and stereotypical little b-movie .,0
i didn't believe for a moment in these villains or their plot .,0
"it is amusing , and that's all it needs to be .",1
"there is no insight into the anguish of heidi's life -- only a depiction of pain , today's version of greek tragedy , the talk-show guest decrying her fate .",0
"i believe silberling had the best intentions here , but he just doesn't have the restraint to fully realize them .",0
"finally , the french-produced "" read my lips "" is a movie that understands characters must come first .",1
a sports movie with action that's exciting on the field and a story you care about off it .,1
"filmmakers dana janklowicz-mann and amir mann area headed east , far east , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world's democracie",1
"the movie ultimately relies a bit too heavily on grandstanding , emotional , rocky-like moments . . . but it's such a warm and charming package that you'll feel too happy to argue much .",1
"the satire is unfocused , while the story goes nowhere .",0
"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it .",1
occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .,1
"the most horrific movie experience i've had since "" can't stop the music . "" it may as well be called "" jar-jar binks : the movie . "" it's that painful .",0
rifkin's references are . . . impeccable throughout .,1
"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .",1
an original gem about an obsession with time .,1
a historical epic with the courage of its convictions about both scope and detail .,1
darkly funny and frequently insightful .,1
"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",1
"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1
"[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .",1
""" 13 conversations "" holds its goodwill close , but is relatively slow to come to the point .",1
"it doesn't quite deserve the gong , but there are more fascinating acts than "" confessions of a dangerous mind . """,0
"shatner is probably the funniest person in the film , which gives you an idea just how it was .",0
"unless you are in dire need of a diesel fix , there is no real reason to see it . wait for video -- and then don't rent it .",0
feels like the grittiest movie that was ever made for the lifetime cable television network .,0
a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .,0
"it will probably prove interesting to ram dass fans , but to others it may feel like a parody of the mellow , peace-and-love side of the '60s counterculture .",0
at its best early on as it plays the culture clashes between the brothers .,1
"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment . still , i'm not quite sure what the point is",1
"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",1
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1
"they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness . and we don't avert our eyes for a moment .",1
"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms . redgrave's noblest efforts can redeem it from hopeless sentimentality .",0
one of the greatest romantic comedies of the past decade .,1
"a shame that stealing harvard is too busy getting in its own way to be anything but frustrating , , and forgettable .",0
an exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .,0
"impostor doesn't do much with its template , despite a remarkably strong cast .",0
a taut psychological thriller that doesn't waste a moment of its two-hour running time .,1
"poor editing , bluescreen , and ultra-cheesy dialogue highlight the radical action .",0
"pretty much sucks , but has a funny moment or two .",0
"mr . deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",1
this one is strictly a lightweight escapist film .,1
denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances,1
"just entertaining enough not to hate , too mediocre to love .",0
a worthy entry into a very difficult genre .,1
[leigh] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .,1
. . . the picture's cleverness is ironically muted by the very people who are intended to make it shine .,0
this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter .,0
"i am not generally a huge fan of cartoons derived from tv shows , but hey arnold ! the movie is clever , offbeat and even gritty enough to overcome my resistance .",1
it all drags on so interminably it's like watching a miserable relationship unfold in real time .,0
"swimming is above all about a young woman's face , and by casting an actress whose face projects that woman's doubts and yearnings , it succeeds .",1
plays like a volatile and overlong w magazine fashion spread .,0
speaks eloquently about the symbiotic relationship between art and life .,1
you're better off staying home and watching the x-files .,0
meanders between its powerful moments .,0
"producer john penotti surveyed high school students . . . and came back with the astonishing revelation that "" they wanted to see something that didn't talk down to them . "" ignoring that , he made swimfan anyway",0
a pleasant romantic comedy .,1
you won't have any trouble getting kids to eat up these veggies .,1
"in the disturbingly involving family dysfunctional drama how i killed my father , french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition",1
"the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true "" us "" versus "" them "" .",1
. . . a delicious crime drama on par with the slickest of mamet .,1
"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .",0
aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil .,1
most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant .,0
"finally , a genre movie that delivers -- in a couple of genres , no less .",1
"the heedless impetuousness of youth is on full , irritating display in [this] meandering and pointless french coming-of-age import from writer-director anne-sophie birot .",0
"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",0
"this new time machine is hardly perfect yet it proves surprisingly serviceable . even at its worst , it's not half-bad .",1
"the film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but ram dass : fierce grace doesn't organize it with any particular insight .",0
a riveting documentary .,1
"implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .",1
"one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace .",1
"devos and cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",1
it never fails to engage us .,1
"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",0
kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party .,0
epps has neither the charisma nor the natural affability that has made tucker a star .,0
this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format .,1
it tells more than it shows .,0
as a randy film about sexy people in gorgeous places being pushed and pulled ( literally and figuratively ) by desire . . . [sex and lucía] makes for an arousing good time .,1
a workshop mentality prevails .,0
"talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing .",1
murphy and wilson actually make a pretty good team . . . but the project surrounding them is distressingly rote .,0
"the gifted crudup has the perfect face to play a handsome blank yearning to find himself , and his cipherlike personality and behavior would play fine if the movie knew what to do with him .",0
the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film .,0
"enormously likable , partly because it is aware of its own grasp of the absurd .",1
"a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact .",0
"awkward but sincere and , ultimately , it wins you over .",1
beyond belief and ridiculous beyond description .,0
"a slick , skillful little horror film .",1
"die another day is only intermittently entertaining but it's hard not to be a sucker for its charms , or perhaps it's just impossible not to feel nostalgia for movies you grew up with .",0
"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film's producers would be in the clink for life .",0
"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed .",0
the best of the pierce brosnan james bond films to date .,1
"not a premise , but the execution is lackluster at best .",0
absorbing character study by andré turpin .,1
parker cannot sustain the buoyant energy level of the film's city beginnings into its country conclusion,1
"one minute , you think you're watching a serious actioner ; the next , it's as though clips from the pink panther strikes again and/or sailor moon have been spliced in .",0
"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a good alternative .",0
"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .",0
a dopey movie clothed in excess layers of hipness .,0
"it has the courage to wonder about big questions with sincerity and devotion . it risks seeming slow and pretentious , because it thinks the gamble is worth the promise .",1
arguably the best script that besson has written in years .,1
big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0
"witherspoon puts to rest her valley-girl image , but it's dench who really steals the show .",1
execrable .,0
serving sara doesn't serve up a whole lot of laughs .,0
montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,1
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",1
"the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable .",0
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .,0
"the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going .",1
'stock up on silver bullets for director neil marshall's intense freight train of a film . ',1
what bubbles up out of john c . walsh's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .,1
"by no means a great movie , but it is a refreshingly forthright one .",1
anyone who ever fantasized about space travel but can't afford the $20 million ticket to ride a russian rocket should catch this imax offering .,1
"ken russell would love this . in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout  and meat loaf explodes .",0
""" me without you "" is a probing examination of a female friendship set against a few dynamic decades .",1
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we've shared a great adventure .",1
abderrahmane sissako's heremakono ( waiting for happiness ) is an elegiac portrait of a transit city on the west african coast struggling against foreign influences .,1
full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,0
"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short .",0
a deviant topical comedy which is funny from start to finish .,1
there's more repetition than creativity throughout the movie .,0
bound to appeal to women looking for a howlingly trashy time .,1
"is "" ballistic "" worth the price of admission ? absolutely not . it sucked . would i see it again ? please see previous answer .",0
there is no pleasure in watching a child suffer . just embarrassment and a vague sense of shame .,0
"as pure over-the-top trash , any john waters movie has it beat by a country mile .",0
the journey toward redemption feels more like a cinematic experiment than a full-blown movie .,0
the exclamation point seems to be the only bit of glee you'll find in this dreary mess .,0
the komediant is a tale worth catching .,1
more tiring than anything .,0
"like the full monty , this is sure to raise audience's spirits and leave them singing long after the credits roll .",1
"to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed .",1
i loved the look of this film .,1
an absurdist spider web .,1
"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap .",0
told just proficiently enough to trounce its overly comfortable trappings .,1
